
 DAY: 1 
              x           y   kg  set_up_time  last_day  yet_postponed  cell     index  customer_label
137  115.146781  160.412266    6           30        72          False  1367  1.640282              12
134  118.726755  164.047058    7           34        72          False  1367  1.607468              13
154  125.105255  164.763262    7           21        72          False  1369  1.498809              14
152  127.908334  163.650263    8           30        72          False  1369  1.419249              15
156  127.719384  161.640997    5           31        72          False  1369  1.410409              16
98   121.616100  157.111656  454           74        72          False  1326  1.396696              17
68   129.340911  150.752075    9           21        72          False  1285  1.334241              18
108  124.578535  159.706652    9           23        73          False  1326  1.333322              19
158  128.656038  160.827870    5           40        72          False  1369  1.330848              20
105  123.785733  157.734493    9           24        73          False  1326  1.327694              21
153  125.473551  164.138500    7           41        72          False  1369  1.322008              22
69   125.386907  154.237624    5           25        72          False  1285  1.311543              23
144  123.662217  160.723775    7           31        73          False  1368  1.293545              24
169  110.464854  168.342639    5           16        72          False  1408  1.289415              25
91   117.279623  156.603845    9           19        72          False  1325  1.286572              26
118  127.143577  159.501341  297           68        72          False  1327  1.282151              27
113  120.434518  157.359081    8           39        73          False  1326  1.243276              28
117  125.083642  156.285602    6           20        73          False  1327  1.231133              29
97   121.000487  158.331433    7           42        73          False  1326  1.226392              30
99   124.487433  157.705959  373           97        72          False  1326  1.224404              31
140  118.498164  160.010732    8           32        73          False  1367  1.211925              32
120  125.036638  159.943190    9           24        73          False  1327  1.208575              33
138  119.778783  161.517961    8           33        73          False  1367  1.205704              34
122  127.002615  158.562456    5           25        73          False  1327  1.202936              35
131  107.706387  163.953251    9           26        72          False  1365  1.188693              36
115  128.846816  155.133471    9           29        73          False  1327  1.180379              37
173  125.690570  166.074768    9           39        72          False  1411  1.179011              38
87   116.168271  159.029209    6           36        72          False  1325  1.177443              39
101  124.819623  159.904971  309          105        72          False  1326  1.164477              40
171  119.763045  166.175927    9           43        73          False  1409  1.136595              41
75   134.502392  152.744560  313           66        72          False  1286  1.110125              42
160  133.406630  161.968871  241           68        72          False  1370  1.100803              43
141  120.677426  160.129479  247          109        72          False  1368  1.056675              44
95   124.730659  158.640688  388          120        72          False  1326  1.052113              45
155  125.050276  160.173716  250           72        72          False  1369  1.047967              46
162  138.513266  160.712300    5           23        72          False  1371  1.045649              47
43   127.363673  141.126164    6           38        72          False  1201  1.045420              48
146  120.642801  164.845269  342           69        73          False  1368  1.043937              49
100  124.942646  156.111150  237           78        73          False  1326  1.023789              50
66   125.515924  152.888069    7           16        73          False  1285  1.021699              51
124  132.231971  155.971677  431          110        72          False  1328  1.019256              52
168  109.364080  169.722338    5           23        72          False  1407  0.994912              53
86   115.344006  158.507071    9           15        73          False  1325  0.980475              54
78   138.180605  150.451306    9           42        72          False  1287  0.975488              55
73   131.497240  153.238201    6           38        73          False  1286  0.970716              56
151  126.277348  161.671364  311           81        72          False  1369  0.968406              57
79   137.219002  152.877274    5           43        72          False  1287  0.967713              58
161  135.503405  164.250800    7           31        72          False  1371  0.967451              59
181  129.814888  172.009698    5           23        72          False  1453  0.965899              60
82   115.528692  155.786818  317           69        72          False  1325  0.965605              61
63   124.743665  153.168227    8           42        72          False  1284  0.961242              62
119  126.792205  157.415862  373           70        73          False  1327  0.949164              63
172  126.725819  168.797337    8           30        73          False  1411  0.937962              64
132  110.818686  162.205630    6           27        73          False  1366  0.934211              65
83   117.649208  156.794781    8           26        73          False  1325  0.926896              66
65   126.288498  150.977723  234           94        72          False  1285  0.920000              67
170  113.511689  167.409142    7           21        73          False  1408  0.918179              68
109  122.247173  159.501538  485          138        72          False  1326  0.917276              69
111  122.351613  155.283439  200           97        73          False  1326  0.916859              70
70   127.303748  152.187247    6           43        73          False  1285  0.906681              71
116  128.988826  158.086073  464          121        72          False  1327  0.884315              72
88   115.009004  159.007652    7           35        73          False  1325  0.883059              73
90   118.104394  155.284073    7           38        73          False  1325  0.868447              74
143  122.530401  160.317442  410          131        72          False  1368  0.865994              75
94   120.495607  156.246755  452          145        72          False  1326  0.864839              76
127  130.826671  159.170943  366           95        73          False  1328  0.863891              77
107  120.570921  155.433528  277          148        72          False  1326  0.842367              78
106  122.195927  157.348960  339          149        72          False  1326  0.834876              79
102  123.310581  159.486972  415          151        72          False  1326  0.819894              80
49   130.278661  147.037988    6           39        73          False  1244  0.817491              81
165  104.237653  169.373583    5           18        72          False  1406  0.807987              82
150  124.036464  161.895400  302          107        73          False  1368  0.794330              83
44   128.085819  142.373048    7           43        73          False  1201  0.766067              84
45   127.361201  140.609072  354          100        72          False  1201  0.753313              85
114  120.945740  158.524097  418          160        72          False  1326  0.752475              86
48   129.370565  148.296586    6           43        73          False  1243  0.752405              87
77   132.054429  154.274053  409           85        73          False  1286  0.738088              88
89   119.684966  155.312144  454           65        73          False  1325  0.736936              89
112  120.069715  157.012174  456          129        73          False  1326  0.736767              90
121  126.627140  157.410677  224          141        72          False  1327  0.734188              91
184  116.026449  177.411608    7           22        72          False  1493  0.716548              92
71   125.578301  152.930219  477           88        73          False  1285  0.714986              93
80   135.554701  152.986159  420           77        72          False  1287  0.703363              94
136  119.488394  161.321202  266          115        73          False  1367  0.695597              95
72   131.182485  152.123191  304           96        73          False  1286  0.683643              96
33   134.328232  139.799079    7           26        72          False  1160  0.665278              97
84   118.302185  159.387022  412          117        72          False  1325  0.657476              98
32   126.859045  137.712860    8           18        73          False  1159  0.656431              99
179  133.066491  166.765097    9           20        73          False  1412  0.638696             100
92   118.322461  157.496244  488           87        73          False  1325  0.629779             101
41   120.844211  142.000125    7           26        73          False  1200  0.624632             102
135  116.626942  162.707919  256          127        73          False  1367  0.620947             103
110  120.558280  156.478798  399          178        72          False  1326  0.617639             104
133  119.507154  161.246112  384          129        73          False  1367  0.608505             105
176  132.547234  166.972463    9           24        73          False  1412  0.607569             106
31   127.580092  136.730790  320           88        72          False  1159  0.587691             107
76   133.879444  151.046217  329          146        72          False  1286  0.582598             108
174  129.744192  169.045806  351           79        73          False  1411  0.567493             109
175  126.288362  168.075493  476           80        73          False  1411  0.559932             110
54   119.805196  151.840336  282           65        72          False  1283  0.545901             111
125  134.641637  157.773443  259          143        73          False  1328  0.543504             112
178  130.234864  167.267148    8           37        73          False  1412  0.506408             113
67   128.269333  154.007750  314          138        73          False  1285  0.501990             114
185  120.471305  177.121052    7           34        73          False  1494  0.462050             115
34   133.050390  138.851196    6           37        73          False  1160  0.456357             116
147  121.176176  164.126624  239          160        73          False  1368  0.446194             117
81   114.782861  156.396081  278          119        73          False  1324  0.426006             118
159  134.265995  161.246782  230          122        73          False  1370  0.422035             119
129  143.175406  159.349279    6           42        72          False  1330  0.421192             120
58   118.509825  153.313013  317           61        73          False  1283  0.418343             121
46   130.099125  142.596220  238          172        72          False  1202  0.400545             122
74   131.010924  152.525599  302          174        72          False  1286  0.397964             123
21    99.375884  131.755842    8           22        72          False  1111  0.396271             124
23   102.426725  130.127408    6           20        72          False  1112  0.394094             125
57   117.961647  153.233062  455           70        73          False  1283  0.383626             126
17   143.433844  127.552027    8           36        72          False  1078  0.366787             127
128  132.544418  155.793475  293          170        73          False  1328  0.363286             128
22   104.594343  133.644747    6           36        72          False  1112  0.362439             129
164   99.699283  165.517841    8           35        73          False  1405  0.336048             130
27   143.676323  134.724474    6           31        72          False  1120  0.335543             131
42   120.383875  142.260169  296          118        73          False  1200  0.333639             132
51   108.893370  151.607989    8           27        72          False  1281  0.331614             133
85   117.257663  157.585366  327          150        73          False  1325  0.322920             134
188  125.761746  182.055477    6           26        72          False  1537  0.322843             135
53   115.196783  154.423441  231          110        72          False  1283  0.317976             136
60   119.587940  151.753062  492           88        73          False  1283  0.314193             137
47   101.401122  147.725864    5           27        73          False  1238  0.312424             138
26   141.675565  134.094836    7           37        72          False  1120  0.310628             139
167  102.280368  166.465834  280           77        73          False  1406  0.302163             140
28   111.888235  136.203956    5           43        72          False  1156  0.298088             141
24   104.236060  132.795643    7           18        73          False  1112  0.297848             142
55   118.603283  150.365642  279          114        72          False  1283  0.297716             143
11   115.246271  124.486501    6           23        72          False  1031  0.292149             144
8    115.272031  118.568437    6           44        72          False   989  0.274970             145
64   122.013563  152.825774  289          157        73          False  1284  0.271389             146
14   129.812209  129.778392    6           21        73          False  1075  0.267147             147
37   101.613922  143.194960    8           22        73          False  1196  0.261351             148
7    116.604825  116.955187  259           60        72          False   989  0.258909             149
52   118.251652  152.980942  464          103        73          False  1283  0.256333             150
16   130.910749  129.214290    5           22        73          False  1076  0.248158             151
20    98.686744  132.019935  408          106        72          False  1111  0.245472             152
61   118.805504  153.025563  293          106        73          False  1283  0.244760             153
56   119.157315  151.742095  426          107        73          False  1283  0.240903             154
15   129.916026  125.903265    5           37        73          False  1075  0.235498             155
2    153.894043  107.122721    6           32        72          False   912  0.212467             156
6    108.431800  117.213822  439          112        72          False   987  0.210869             157
3    118.431903  113.167678    9           41        73          False   947  0.210716             158
9     99.707830  123.143147    8           35        73          False  1027  0.210078             159
25   102.618172  130.380396  304           77        73          False  1112  0.209366             160
10   118.585207  124.490819    8           44        73          False  1031  0.203302             161
1    153.278506  108.373768    7           40        72          False   912  0.199910             162
180  111.629305  174.455934  478          120        73          False  1450  0.198223             163
4    122.148686  112.630526  432           64        73          False   948  0.189914             164
157  128.006135  160.659290  333          161        73          False  1369  0.187813             165
30   122.112472  135.399932  474          149        73          False  1158  0.174518             166
0    105.544258   20.590527    9           38        73          False   189  0.149628             167
13   108.044495  128.099319  376          126        73          False  1071  0.140083             168
183   92.229184  176.451126    7           19        73          False  1488  0.134009             169
36    89.285056  143.887936  331           92        73          False  1193  0.127341             170
186  176.367921  179.873255    9           38        72          False  1505  0.122039             171
38   113.285070  144.411853  298          104        73          False  1198  0.100387             172
29   113.529887  137.871965  333          131        72          False  1156  0.071247             173
130  173.745934  157.798641  336          132        72          False  1336  0.058987             174
50   135.602603  145.262104  308          111        73          False  1245  0.058590             175
194   28.843904  195.646816  352          122        73          False  1643  0.039949             176
62   116.501960  153.221466  264          160        73          False  1283  0.036462             177
18   140.706514  127.706115  433          121        73          False  1078  0.019824             178
59   116.816300  153.389722  355          166        73          False  1283  0.013317             179
19   143.832600  128.193018  374          134        73          False  1078 -0.017626             180
40   119.918031  142.009511  383          148        73          False  1199 -0.033485             181
166  100.132041  165.878858  408          150        73          False  1406 -0.041624             182
5    172.708239  110.914056  268           68        73          False   958 -0.044535             183
39   110.624276  143.631298  453          163        73          False  1198 -0.061089             184
193  136.750159  192.797760    7           43        72          False  1623 -0.064148             185
12   144.278245  124.845045  353          165        73          False  1036 -0.075052             186
177  131.598883  169.418070  428          113        73          False  1412 -0.084993             187
35   136.457397  137.864207  334          171        73          False  1161 -0.133714             188
187  109.205152  183.645270  287          161        73          False  1533 -0.488067             189
182  127.210118  172.345918  499          177        73          False  1453 -0.508712             190
192  134.404353  186.546123  207          110        73          False  1580 -0.564134             191
163  140.408885  164.353436  310          157        73          False  1372 -0.594079             192
190  132.121820  184.237131  354          101        72          False  1538 -0.679678             193
189  133.013194  180.709107  326          113        72          False  1538 -0.799630             194
191  150.191640  183.439015  489          133        72          False  1542 -1.015783             195
 DAY: 70 
              x           y   kg  set_up_time  last_day  yet_postponed  cell     index  customer_label
119  122.487216  158.586431    7           16        73          False  1326  1.681850               1
112  124.562059  155.959044    5           22        73          False  1326  1.637011               2
123  124.514250  159.772419    7           24        73          False  1326  1.622064               3
131  130.298793  157.900286    8           20        73          False  1328  1.525464               4
115  120.861321  158.242360    8           37        73          False  1326  1.524912               5
122  121.110863  155.708246    6           41        73          False  1326  1.495019               6
120  122.417854  155.732528    7           44        73          False  1326  1.472599               7
126  128.617811  156.756763    9           25        73          False  1327  1.454739               8
90   130.518045  153.297139    6           18        73          False  1286  1.433323               9
89   130.846403  150.155237    6           31        73          False  1286  1.347759              10
158  126.609031  161.982555    5           23        73          False  1369  1.316953              11
165  126.927342  164.293927    6           29        73          False  1369  1.264186              12
163  127.802835  162.774184    7           32        73          False  1369  1.237803              13
162  126.138928  164.653639    8           33        73          False  1369  1.229008              14
132  139.266972  159.164234    6           18        73          False  1329  1.223103              15
160  126.429142  164.139845    6           38        73          False  1369  1.185036              16
74   120.304937  151.180198    8           33        73          False  1284  1.164423              17
111  119.489339  156.327984    9           16        73          False  1325  1.151623              18
100  116.672409  155.053056    9           20        73          False  1325  1.126027              19
78   120.181849  152.010960    6           43        73          False  1284  1.112859              20
129  129.945347  158.292594    9           23        74          False  1327  1.100855              21
82   125.981269  150.637798    7           26        74          False  1285  1.094389              22
105  119.148376  158.626758    7           26        73          False  1325  1.087633              23
87   134.234016  154.137341    8           19        74          False  1286  1.069323              24
128  129.547610  156.349618    5           29        74          False  1327  1.067046              25
84   125.803822  153.674685    7           34        74          False  1285  1.060299              26
83   127.729151  153.152693  335           98        73          False  1285  1.050107              27
124  129.128178  155.745950  498           84        73          False  1327  1.012934              28
127  126.284647  159.276169    9           41        74          False  1327  0.999429              29
107  115.818374  156.227478    5           43        73          False  1325  0.978850              30
42   129.082900  141.600426    6           19        73          False  1201  0.974920              31
118  124.895363  155.973269  240           69        74          False  1326  0.962091              32
73   124.239636  152.975713    8           15        74          False  1284  0.941527              33
66   117.835530  152.151687    6           18        73          False  1283  0.936901              34
64   116.505367  151.013817    6           21        73          False  1283  0.921685              35
150  124.921618  162.558270    6           39        73          False  1368  0.921629              36
151  122.582277  160.881443    9           42        73          False  1368  0.896279              37
88   130.194966  150.880411  391          100        73          False  1286  0.893615              38
79   123.763471  150.911047    8           34        74          False  1284  0.867621              39
71   115.533405  150.983697    6           32        73          False  1283  0.865891              40
93   137.427742  151.654174    5           38        73          False  1287  0.859716              41
72   122.612078  150.045037    7           37        74          False  1284  0.855952              42
125  125.167045  156.881230  211           67        74          False  1327  0.852924              43
75   123.529937  152.510925  356           95        73          False  1284  0.844726              44
134  115.130890  161.199637    6           19        74          False  1367  0.837443              45
61   119.498808  152.539408    7           38        73          False  1283  0.835459              46
70   119.497075  151.382385    6           39        73          False  1283  0.830387              47
159  127.276126  164.150398  285           79        73          False  1369  0.824464              48
142  115.648532  162.806756    9           22        74          False  1367  0.819117              49
81   126.390566  154.848990  302          139        73          False  1285  0.817160              50
164  126.422778  163.805837  485           80        73          False  1369  0.815670              51
56   132.498571  149.784939    7           15        74          False  1244  0.801384              52
149  121.903410  162.307922    8           23        74          False  1368  0.781890              53
106  117.050007  157.444078    7           33        74          False  1325  0.776573              54
113  120.677632  156.087799  495          103        74          False  1326  0.770896              55
168  133.756816  161.552498    6           43        74          False  1370  0.769503              56
153  123.771929  163.983071    6           25        74          False  1368  0.768947              57
102  119.333718  155.230367  475           77        73          False  1325  0.761285              58
86   133.303458  151.690637  443          121        73          False  1286  0.755397              59
95   100.124490  156.531735    7           26        73          False  1322  0.753218              60
45   101.360289  149.784587    9           15        73          False  1238  0.747940              61
116  124.756678  159.302234  338          108        74          False  1326  0.742779              62
47   123.323948  146.283904    7           17        74          False  1242  0.738335              63
110  118.655017  159.877818    7           43        74          False  1325  0.727919              64
96   113.602574  159.883141    8           42        73          False  1324  0.726620              65
145  120.768164  160.056952    6           32        74          False  1368  0.723645              66
117  122.009717  159.253499  265          114        74          False  1326  0.709039              67
170  137.411949  164.809681    6           16        74          False  1371  0.708840              68
130  127.586055  157.800431  353           94        74          False  1327  0.700784              69
156  123.113841  160.662139    7           37        74          False  1368  0.691287              70
189  128.847621  189.418073    9           39        73          False  1579  0.685016              71
48   120.043821  145.176229    8           35        74          False  1242  0.675147              72
152  122.594666  161.734752    8           40        74          False  1368  0.671872              73
144  121.813111  161.587467  426           69        73          False  1368  0.668127              74
77   124.815773  150.611982  310          131        73          False  1284  0.659095              75
40   124.814270  143.949077    5           33        73          False  1200  0.658983              76
51   128.942991  146.348921  329           75        74          False  1243  0.641367              77
91   136.940033  150.131483  465           67        73          False  1287  0.634666              78
177  110.913563  174.128343    7           30        73          False  1450  0.628940              79
140  118.616621  161.939371  416           83        73          False  1367  0.621966              80
114  122.605471  156.283004  224          131        74          False  1326  0.613441              81
80   123.127439  151.572835  228          104        74          False  1284  0.595338              82
173  116.699725  167.503879    5           41        74          False  1409  0.583842              83
11   143.069976  123.760592    9           25        73          False  1036  0.577932              84
59   106.095995  150.293823    5           41        73          False  1281  0.563213              85
136  117.534196  160.583797  499           64        74          False  1367  0.562559              86
108  117.170354  159.950213  281          109        73          False  1325  0.556517              87
19   135.405614  127.830846    8           32        73          False  1077  0.551817              88
34   133.132481  138.143292    6           15        73          False  1160  0.549247              89
104  116.773963  158.290457  374          111        73          False  1325  0.543720              90
138  115.472652  161.486438  209           93        73          False  1367  0.542437              91
172  105.605040  168.210235    6           44        73          False  1407  0.518120              92
53   131.898768  146.628315  330           83        74          False  1244  0.512716              93
101  116.567927  158.969878  346          117        73          False  1325  0.505326              94
146  120.053777  163.998446  252           89        73          False  1368  0.499125              95
121  124.647154  159.682161  387          175        73          False  1326  0.493605              96
50   125.476417  146.154675  405          152        73          False  1243  0.490453              97
26   141.340354  133.867854    6           27        73          False  1120  0.485628              98
35   132.285017  136.236274    9           33        73          False  1160  0.468515              99
65   117.858971  154.941443  256          111        73          False  1283  0.465196             100
52   129.235922  147.099261  413          125        74          False  1243  0.463358             101
85   128.435995  153.449790  337          176        74          False  1285  0.455205             102
154  123.874966  164.481739  208           74        74          False  1368  0.451834             103
155  124.432199  162.911194  359           74        74          False  1368  0.451834             104
17   138.354973  129.943587    8           20        74          False  1077  0.441063             105
135  118.885410  163.229234  281          106        73          False  1367  0.439049             106
76   121.413038  151.592947  377          175        73          False  1284  0.432213             107
166  128.568065  160.588282  499          106        74          False  1369  0.430636             108
98   113.171575  157.005801  334           66        74          False  1324  0.428179             109
36   138.405334  137.131336    6           42        73          False  1161  0.417803             110
41   125.462179  140.691205  452          109        74          False  1201  0.412576             111
37   147.404134  139.555254    7           15        73          False  1163  0.404967             112
55   130.962030  146.520817  475          133        73          False  1244  0.403886             113
143  117.072553  161.240307  200          113        73          False  1367  0.383378             114
18   139.914362  126.125638    6           43        74          False  1077  0.378838             115
25   128.210337  131.603592  275           62        73          False  1117  0.366729             116
49   129.304355  148.455026  278          154        74          False  1243  0.360113             117
171  101.025773  168.068272    5           36        74          False  1406  0.359794             118
92   137.234972  150.734278  266           86        74          False  1287  0.354651             119
157  120.479143  161.378679  288           90        74          False  1368  0.348287             120
28   114.667620  135.852205    5           26        73          False  1156  0.341909             121
161  126.493359  160.333984  317          120        74          False  1369  0.337475             122
191  132.441909  188.543778    9           36        74          False  1580  0.336697             123
33   124.941942  135.170150  266          104        73          False  1158  0.336576             124
109  119.555449  157.760848  262          124        74          False  1325  0.333822             125
174  136.670636  166.230564    5           15        74          False  1413  0.326343             126
60   116.654152  152.045950  422          116        74          False  1283  0.321021             127
190  129.339890  185.560329  270           60        74          False  1579  0.314241             128
183   87.412949  182.409379    7           41        73          False  1529  0.313511             129
147  124.954384  161.321365  264          112        73          False  1368  0.304773             130
67   115.634332  150.166409  322          122        74          False  1283  0.297869             131
137  117.951151  162.552300  360          124        73          False  1367  0.295896             132
5    112.229578  111.637515    7           39        73          False   946  0.287087             133
46   104.984967  147.774290  291          140        73          False  1238  0.279509             134
62   118.706380  152.274099  487          127        74          False  1283  0.278575             135
193  121.756465  192.035565  317           86        74          False  1620  0.276184             136
44    96.883181  147.518165  465          119        74          False  1237  0.273217             137
15   118.579158  126.678708    8           40        73          False  1073  0.270735             138
13   145.244765  122.265179    6           31        74          False  1037  0.270245             139
58   104.028240  150.821477  240          146        73          False  1280  0.269976             140
63   118.429614  153.761950  480          150        73          False  1283  0.267384             141
1    108.583338   69.653682    7           27        73          False   567  0.265192             142
23   123.880859  132.360059  316           97        74          False  1116  0.260999             143
94   139.525547  153.224381  244          117        73          False  1287  0.246648             144
54   130.566119  149.874552  307          147        74          False  1244  0.241028             145
141  117.233166  160.146054  400          117        74          False  1367  0.238807             146
29   114.495494  137.487255    5           37        74          False  1156  0.231037             147
14   113.522284  129.007504    6           15        74          False  1072  0.223187             148
22   105.849577  134.219863    9           33        73          False  1113  0.221029             149
97   113.420739  156.663518  366          114        74          False  1324  0.215852             150
184  103.317893  182.083539    8           31        74          False  1532  0.215290             151
167  130.280191  163.891731  357          128        73          False  1370  0.207755             152
69   118.354533  152.733847  315          163        73          False  1283  0.201447             153
10   120.533969  122.663937    7           44        74          False  1032  0.200904             154
68   118.617073  151.059427  338          165        73          False  1283  0.191303             155
7     95.151992  117.704544  270           77        74          False   985  0.181383             156
3    109.888711   83.528453  472           65        74          False   693  0.178419             157
103  116.065703  158.991452  383          159        74          False  1325  0.163533             158
8    148.861627  118.696035  390          131        74          False   995  0.159989             159
16   133.429704  126.781913  378           77        74          False  1076  0.157933             160
6    148.995481  111.544881  305          122        73          False   953  0.155426             161
38   104.086678  142.795090  345          166        73          False  1196  0.152591             162
2    175.653404   71.270349    5           41        74          False   623  0.150252             163
43   143.696121  142.024249  299           90        73          False  1204  0.134305             164
27   104.519963  139.418735  300           98        74          False  1154  0.130824             165
99   113.853731  157.238215  425          134        74          False  1324  0.127382             166
32   112.609667  135.020181  440          112        73          False  1156  0.120224             167
0    106.689632   38.955108  479          144        73          False   315  0.110308             168
4    149.659032  104.998606  259          163        73          False   869  0.088305             169
176  143.593929  169.509116    7           26        73          False  1414  0.066203             170
24   128.605675  131.304667  208          175        73          False  1117  0.042532             171
21   105.892391  131.724790  314          131        73          False  1113  0.031273             172
31   110.425896  139.979489  442          140        74          False  1156  0.025598             173
139  116.083300  160.112386  458          156        74          False  1367  0.000574             174
20    95.195650  130.924899  485          173        74          False  1111 -0.012094             175
169  138.738050  161.291577  230          112        74          False  1371 -0.013371             176
30   111.390289  137.441264  438          167        74          False  1156 -0.028255             177
57   138.937723  147.601604  250          164        73          False  1245 -0.048633             178
39   111.049779  142.231744  395          120        74          False  1198 -0.056944             179
178   90.163311  178.288730  371          115        74          False  1488 -0.067143             180
12   146.856637  122.709594  330          166        74          False  1037 -0.122695             181
133  102.751549  163.986974  388          139        74          False  1364 -0.186223             182
9    155.584774  117.808687  311          161        74          False   997 -0.214197             183
148  124.980103  161.248129  366          179        73          False  1368 -0.261382             184
179  105.634594  178.983648  246          147        73          False  1491 -0.276900             185
194  139.747061  193.713237  240          137        73          False  1623 -0.375116             186
180  119.391211  177.637139  236          150        74          False  1493 -0.388628             187
188  107.604700  189.580621  425          174        74          False  1575 -0.396153             188
185  100.526393  180.332476  229          171        73          False  1532 -0.445053             189
181  123.644935  179.460282  208          152        73          False  1494 -0.471038             190
175  139.124402  168.130585  262          121        73          False  1413 -0.567971             191
182  128.625668  179.758129  301          164        74          False  1495 -0.745615             192
192  138.969440  187.304852  304          177        74          False  1581 -0.879433             193
187  139.320205  180.690237  339          162        74          False  1539 -0.986218             194
186  134.735167  184.662520  401          172        73          False  1538 -1.121126             195
 DAY: 71 
              x           y   kg  set_up_time  last_day  yet_postponed  cell     index  customer_label
152  127.346282  161.075840    5           32        74          False  1369  2.006115               1
88   122.973650  159.728485    7           26        74          False  1326  1.906757               2
103  122.039836  157.161253    6           26        74          False  1326  1.906757               3
129  123.741264  164.890023    5           18        74          False  1368  1.862427               4
141  124.644279  162.975849    9           21        74          False  1368  1.836695               5
130  121.897754  163.689509    9           21        74          False  1368  1.836695               6
112  127.866389  159.126436    6           16        74          False  1327  1.821666               7
142  120.651523  160.970878    6           25        74          False  1368  1.802387               8
107  127.921601  158.211085    6           21        74          False  1327  1.784036               9
90   122.628946  158.426462    8           43        74          False  1326  1.779073              10
136  122.894758  163.543466    9           28        74          False  1368  1.776656              11
135  122.994488  160.703350    9           29        74          False  1368  1.768079              12
105  127.558413  157.602759    7           24        74          False  1327  1.761458              13
144  128.597604  164.103650  203           60        74          False  1369  1.756096              14
104  129.468060  156.718759    5           26        74          False  1327  1.746406              15
109  125.740248  158.501271    5           37        74          False  1327  1.663619              16
138  122.568739  160.140939    6           43        74          False  1368  1.648000              17
143  125.642944  163.902707    6           16        75          False  1369  1.611736              18
147  129.254976  161.304180  275           83        74          False  1369  1.550723              19
172  126.920447  165.722508  254           69        74          False  1411  1.503828              20
150  125.365253  164.086290    7           37        75          False  1369  1.471100              21
151  127.849834  160.007164    6           38        75          False  1369  1.464403              22
85   116.362983  158.289944    8           16        74          False  1325  1.442132              23
95   120.525107  159.075374    6           24        75          False  1326  1.441334              24
92   120.680077  157.050949    5           25        75          False  1326  1.435701              25
116  130.600155  157.039700  415           65        74          False  1328  1.413315              26
71   131.279053  152.296543    9           19        74          False  1286  1.412090              27
137  121.354720  163.861303    6           15        75          False  1368  1.410353              28
93   123.989981  159.540447    5           30        75          False  1326  1.407535              29
91   124.907003  155.998012    5           33        75          False  1326  1.390636              30
101  122.388581  156.893569    7           34        75          False  1326  1.385003              31
83   119.467841  158.412376    7           25        74          False  1325  1.383224              32
171  129.287368  168.782439    8           34        75          False  1411  1.378326              33
132  122.311721  162.881608    7           20        75          False  1368  1.377789              34
80   116.549598  156.447731    5           26        74          False  1325  1.376678              35
113  127.640097  155.110002    5           15        75          False  1327  1.371893              36
131  121.419422  164.277466    9           25        75          False  1368  1.345224              37
161  130.141563  160.258108    8           28        75          False  1370  1.343635              38
163  133.811889  161.743033    9           30        75          False  1370  1.328918              39
157  131.186899  162.704143    8           30        75          False  1370  1.328918              40
64   126.331492  152.562739    8           24        74          False  1285  1.320015              41
162  131.371655  162.446085    7           33        75          False  1370  1.306842              42
149  129.267918  161.058297  421          111        74          False  1369  1.300704              43
114  126.955634  157.842073    7           28        75          False  1327  1.298513              44
108  129.123178  156.114637    6           28        75          False  1327  1.298513              45
169  117.283693  165.385430    8           40        74          False  1409  1.276248              46
106  126.075613  159.523304    5           33        75          False  1327  1.270291              47
102  123.177914  156.649985  280          111        74          False  1326  1.268336              48
165  138.025460  163.753388    7           32        74          False  1371  1.258134              49
60   121.174899  152.317297    9           15        74          False  1284  1.257239              50
159  131.375148  162.512661    7           42        75          False  1370  1.240614              51
63   126.197621  151.008893    8           39        74          False  1285  1.234791              52
125  115.137341  161.791232    7           17        75          False  1367  1.192705              53
111  127.848144  155.184893  289          100        74          False  1327  1.189477              54
123  118.717606  161.355925    6           19        75          False  1367  1.180430              55
78   112.381889  159.791589    5           17        74          False  1324  1.171331              56
